DateTime,Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle,good_name,confidence
2018-10-18 15:04,2018-10-18,53.0,15:04,Thursday,fstn,Mechanical,5.0,11.0,W/B,1683.0,Front St East at Parliament St,30
2018-10-18 15:15,2018-10-18,939.0,15:15,Thursday,fstn,Late Leaving Garage,12.0,24.0,E/B,1255.0,Front St East at Parliament St,30
2018-10-18 15:25,2018-10-18,23.0,15:25,Thursday,mstn,Late Leaving Garage,7.0,14.0,N/B,8918.0,Main Street Station,60
2018-10-18 16:00,2018-10-18,165.0,16:00,Thursday,york mills station to barmac and steeles,General Delay,28.0,36.0,B/W,,Steeles Ave West at Scholes Rd/Barmac Dr,60
2018-10-18 16:00,2018-10-18,96.0,16:00,Thursday,york mills station to all branches,General Delay,42.0,64.0,B/W,,York Mills Rd at Yonge St,40
2018-10-18 16:00,2018-10-18,115.0,16:00,Thursday,ykms to basv,General Delay,20.0,40.0,B/W,,York Mills Rd at Bayview Ave,40
2018-10-18 16:00,2018-10-18,122.0,16:00,Thursday,ykms to royw,General Delay,12.0,24.0,B/W,,York Mills Rd at Yonge St,40
2018-10-18 16:00,2018-10-18,46.0,16:00,Thursday,entire 46 martin grove route,General Delay,18.0,30.0,B/W,,Martin Grove Rd at Finch Ave West,50
2018-10-18 16:09,2018-10-18,75.0,16:09,Thursday,queen street,Investigation,7.0,14.0,N/B,8345.0,Queen St East at Kingston Rd,60
2018-10-18 16:20,2018-10-18,53.0,16:20,Thursday,fstn,Mechanical,15.0,30.0,E/B,1612.0,Front St East at Parliament St,30
2018-10-18 16:20,2018-10-18,186.0,16:20,Thursday,york mills station to humber college,General Delay,29.0,38.0,W/B,,York Mills Rd at Yonge St,30
2018-10-18 16:30,2018-10-18,7.0,16:30,Thursday,wilson ave,Mechanical,9.0,18.0,N/B,9005.0,Wilson Ave,50
2018-10-18 17:00,2018-10-18,30.0,17:00,Thursday,dundas and cordova and humberhill to jane,General Delay,20.0,0.0,B/W,,Jane St at Dundas St West,60
2018-10-19 5:23,2018-10-19,60.0,5:23,Friday,fstn,Late Leaving Garage,14.0,26.0,W/B,3243.0,Front St East at Parliament St,30
2018-10-19 6:09,2018-10-19,53.0,6:09,Friday,fstn,Late Leaving Garage,14.0,14.0,E/B,9071.0,Front St East at Parliament St,30
2018-10-19 6:53,2018-10-19,960.0,6:53,Friday,fstn,Late Leaving Garage,8.0,15.0,W/B,3197.0,Front St East at Parliament St,30
2018-10-19 6:54,2018-10-19,939.0,6:54,Friday,fstn,Investigation,12.0,24.0,E/B,1655.0,Front St East at Parliament St,30
2018-10-19 7:00,2018-10-19,937.0,7:00,Friday,islington route,General Delay,20.0,30.0,B/W,8086.0,Islington Ave at Steeles Ave West,60
2018-10-19 7:00,2018-10-19,37.0,7:00,Friday,islington route,General Delay,20.0,25.0,B/W,8056.0,Islington Ave at Steeles Ave West,60
2018-10-19 15:00,2018-10-19,37.0,15:00,Friday,islington station to steeles and humberwood loop,General Delay,15.0,25.0,B/W,,Islington Ave at Humber Summit Lane,50
2018-10-19 15:03,2018-10-19,53.0,15:03,Friday,bstl,Late Leaving Garage,4.0,15.0,W/B,9070.0,Bathurst St,30
2018-10-19 18:04,2018-10-19,165.0,18:04,Friday,york mills station to barmac and steeles,General Delay,22.0,30.0,B/W,,Steeles Ave West at Scholes Rd/Barmac Dr,60
2018-10-19 22:12,2018-10-19,53.0,22:12,Friday,fstn,Mechanical,3.0,22.0,E/B,1680.0,Front St East at Parliament St,30
2018-10-19 22:24,2018-10-19,36.0,22:24,Friday,fstn,Late Leaving Garage,9.0,18.0,W/B,8611.0,Front St East at Parliament St,30
2018-10-19 22:34,2018-10-19,74.0,22:34,Friday,st. clair station,Mechanical,18.0,36.0,N/B,8127.0,St Clair Ave West at Avenue Rd East Side,60
2018-10-20 1:28,2018-10-20,320.0,1:28,Saturday,bloor,Utilized Off Route,6.0,7.0,N/B,8868.0,Bloor St West at Ossington Ave,40
2018-10-20 7:13,2018-10-20,39.0,7:13,Saturday,fstn,Investigation,14.0,28.0,E/B,1630.0,Front St East at Parliament St,30
2018-10-20 10:00,2018-10-20,100.0,10:00,Saturday,broadview station + don mills and wynford,General Delay,20.0,25.0,B/W,,Broadview Ave at Danforth Ave,40
2018-10-20 10:30,2018-10-20,68.0,10:30,Saturday,warden station - warden loop,General Delay,10.0,20.0,bw,,Warden Ave at Steeles Ave East,50
2018-10-20 13:18,2018-10-20,38.0,13:18,Saturday,rhgo,Mechanical,9.0,18.0,W/B,1715.0,Rouge Hill GO Station Loop,60
2018-10-20 18:57,2018-10-20,53.0,18:57,Saturday,fstn,Investigation,11.0,24.0,E/B,1622.0,Front St East at Parliament St,30
2018-10-21 5:11,2018-10-21,307.0,5:11,Sunday,bloor,General Delay,20.0,40.0,S/B,9005.0,Bloor St West at Ossington Ave,40
2018-10-21 6:01,2018-10-21,36.0,6:01,Sunday,fstn,Mechanical,11.0,22.0,W/B,8567.0,Front St East at Parliament St,30
2018-10-21 6:47,2018-10-21,52.0,6:47,Sunday,t1,Mechanical,20.0,30.0,E/B,8168.0,Airport Rd at Beverley St,40
2018-10-21 8:00,2018-10-21,83.0,8:00,Sunday,lakeshore & leslie,Diversion,1.0,1.0,B/W,,Leslie St at Commissioners St,60
2018-10-21 9:30,2018-10-21,35.0,9:30,Sunday,35 jane route,General Delay,10.0,25.0,B/W,,Jane St at Dundas St West,50
2018-10-21 10:36,2018-10-21,38.0,10:36,Sunday,rhgo,Mechanical,12.0,24.0,W/B,1506.0,Rouge Hill GO Station Loop,60
2018-10-22 7:00,2018-10-22,188.0,7:00,Monday,kipling to lakeshore,General Delay,20.0,30.0,B/W,7960.0,Kipling Ave at Lake Shore Blvd West,60
2018-10-22 7:00,2018-10-22,45.0,7:00,Monday,kipling route,General Delay,20.0,26.0,B/W,8084.0,Kipling Ave at Eglinton Ave West,60
2018-10-22 7:00,2018-10-22,188.0,7:00,Monday,kipling to lakeshore,General Delay,20.0,30.0,B/W,8073.0,Kipling Ave at Lake Shore Blvd West,60
2018-10-22 7:20,2018-10-22,29.0,7:20,Monday,prgt,Mechanical,7.0,15.0,N/B,9140.0,Progress Ave at Sheppard Ave East,50
2018-10-22 14:51,2018-10-22,32.0,14:51,Monday,mmcl,Late Leaving Garage,9.0,18.0,E/B,1549.0,McCowan Rd at McLevin Ave,50
2018-10-22 15:00,2018-10-22,70.0,15:00,Monday,coxwell & warden station's + craigton and pharmacy,General Delay,25.0,30.0,B/W,,Coxwell Ave at Warden Ave,60
2018-10-22 15:00,2018-10-22,89.0,15:00,Monday,rogers to lawrence,General Delay,20.0,29.0,B/W,,Lawrence Ave West at Rogers Rd,60
2018-10-22 15:18,2018-10-22,32.0,15:18,Monday,keeg,Late Leaving Garage,9.0,17.0,E/B,1356.0,Keele St at Rogers Rd,60
2018-10-22 16:13,2018-10-22,43.0,16:13,Monday,fstn,Late Leaving Garage,15.0,30.0,E/B,1284.0,Front St East at Parliament St,30
2018-10-22 17:25,2018-10-22,32.0,17:25,Monday,keeg,Mechanical,8.0,16.0,E/B,1419.0,Keele St at Rogers Rd,60
2018-10-23 7:56,2018-10-23,39.0,7:56,Tuesday,fstn,Mechanical,15.0,30.0,E/B,1559.0,Front St East at Parliament St,30
2018-10-23 8:00,2018-10-23,84.0,8:00,Tuesday,84 sheppard west route,General Delay,15.0,24.0,B/W,,Sheppard Ave West at Bathurst St,40
2018-10-23 9:40,2018-10-23,607.0,9:40,Tuesday,medowale loop,Utilized Off Route,1.0,1.0,S/B,1523.0,Meadowvale Rd at Sheppard Ave East,60
2018-10-23 12:00,2018-10-23,5.0,12:00,Tuesday,eglinton station to university and elm,General Delay,30.0,57.0,B/W,1372.0,Eglinton Station,50
2018-10-23 12:36,2018-10-23,75.0,12:36,Tuesday,bloor,Investigation,7.0,14.0,S/B,8308.0,Bloor St West at Ossington Ave,40
2018-10-23 14:00,2018-10-23,707.0,14:00,Tuesday,sts,Utilized Off Route,1.0,1.0,E/B,1632.0,Steeles Ave West at Steeles Ave West Loop,60
2018-10-23 14:15,2018-10-23,120.0,14:15,Tuesday,120 calvington route,General Delay,25.0,50.0,B/W,,120 McLevin Ave,60
2018-10-23 14:30,2018-10-23,60.0,14:30,Tuesday,60 steeles route,General Delay,6.0,20.0,B/W,,60 Steeles Ave West,60
2018-10-23 15:00,2018-10-23,70.0,15:00,Tuesday,coxwell & warden station's + craigton and pharmacy,General Delay,25.0,30.0,B/W,,Coxwell Ave at Warden Ave,60
2018-10-23 15:00,2018-10-23,952.0,15:00,Tuesday,lstn to terminal 3,General Delay,20.0,32.0,B/W,,Pearson Airport Terminal 3 - Arrivals Level Columns C8-C12,50
2018-10-23 15:00,2018-10-23,90.0,15:00,Tuesday,oakwood and vaughan to st.clair west station,General Delay,1.0,1.0,B/W,,Oakwood Ave at Vaughan Rd,40
2018-10-23 15:00,2018-10-23,122.0,15:00,Tuesday,york mills station to bayview,General Delay,20.0,32.0,B/W,,York Mills Rd at Bayview Ave,50
2018-10-23 15:00,2018-10-23,52.0,15:00,Tuesday,lstn to wmal,General Delay,20.0,40.0,E/B,,The West Mall,50
2018-10-23 15:44,2018-10-23,88.0,15:44,Tuesday,st. clair station,Mechanical,12.0,24.0,N/B,8219.0,St Clair Ave West at Avenue Rd East Side,60
2018-10-23 16:00,2018-10-23,115.0,16:00,Tuesday,ykms to basv,General Delay,20.0,40.0,B/W,,York Mills Rd at Bayview Ave,40
2018-10-23 16:00,2018-10-23,45.0,16:00,Tuesday,rexdale to albion and kipling ave,General Delay,25.0,,N/B,,Kipling Ave at Rexdale Blvd,60
2018-10-24 7:05,2018-10-24,32.0,7:05,Wednesday,keeg,Mechanical,5.0,11.0,E/B,1040.0,Keele St at Rogers Rd,60
2018-10-24 7:45,2018-10-24,602.0,7:45,Wednesday,istn,Utilized Off Route,1.0,1.0,N/B,8022.0,Islington Ave at Bloor St West,50
2018-10-24 8:30,2018-10-24,162.0,8:30,Wednesday,lawrence station to donway east and don mills,General Delay,120.0,1.0,B/W,,Lawrence Ave East at The Donway East,60
2018-10-24 8:48,2018-10-24,53.0,8:48,Wednesday,between yonge/steeles and finch station,General Delay,20.0,36.0,S/B,,Steeles Ave West at Yonge St - Centerpoint Mall,55
2018-10-24 9:30,2018-10-24,95.0,9:30,Wednesday,york mills - markham,Mechanical,16.0,31.0,W/B,1825.0,Markham Rd at York Mills Rd,50
2018-10-24 9:37,2018-10-24,602.0,9:37,Wednesday,queensway garage,Utilized Off Route,1.0,1.0,S/B,7977.0,Queensway Loop at Lower Spadina Ave,60
2018-10-24 9:42,2018-10-24,606.0,9:42,Wednesday,dons,Utilized Off Route,0.0,0.0,,8480.0,Don Mills Rd at Freshmeadow Dr,60
2018-10-24 9:47,2018-10-24,53.0,9:47,Wednesday,fstn,Utilized Off Route,1.0,1.0,E/B,1809.0,Front St East at Parliament St,30
2018-10-24 10:09,2018-10-24,121.0,10:09,Wednesday,prgt,Utilized Off Route,20.0,40.0,E/B,8515.0,Progress Ave at Sheppard Ave East,50
2018-10-24 11:00,2018-10-24,65.0,11:00,Wednesday,parliament street / cast,General Delay,12.0,24.0,B/W,,Parliament St at Carlton St,60
2018-10-24 11:42,2018-10-24,32.0,11:42,Wednesday,keeg,Mechanical,13.0,26.0,E/B,1044.0,Keele St at Rogers Rd,60
2018-10-24 13:50,2018-10-24,87.0,13:50,Wednesday,mstn,Mechanical,6.0,12.0,E/B,8426.0,Main Street Station,60
2018-10-24 14:55,2018-10-24,12.0,14:55,Wednesday,vpst,Mechanical,12.0,24.0,S/B,8961.0,Victoria Park Ave at Steeles Ave East,50
2018-10-24 15:32,2018-10-24,985.0,15:32,Wednesday,sheppard loop,Late Leaving Garage,11.0,24.0,W/B,9077.0,Sheppard Ave West at Jane St,50
2018-10-24 15:59,2018-10-24,737.0,15:59,Wednesday,istn,Late Leaving Garage,11.0,22.0,N/B,7912.0,Islington Ave at Bloor St West,50
2018-10-24 17:05,2018-10-24,75.0,17:05,Wednesday,jarvis and queens quay,Utilized Off Route,6.0,12.0,N/B,8191.0,The Esplanade at Lower Jarvis St,60
2018-10-25 5:37,2018-10-25,60.0,5:37,Thursday,fstn,Late Leaving Garage,14.0,23.0,W/B,3171.0,Front St East at Parliament St,30
2018-10-25 5:40,2018-10-25,85.0,5:40,Thursday,rhgo,Late Leaving Garage,13.0,29.0,W/B,1505.0,Rouge Hill GO Station Loop,60
2018-10-25 6:14,2018-10-25,29.0,6:14,Thursday,dufferin / lawrence,Late Leaving Garage,7.0,15.0,N/B,9023.0,Dufferin St at Lawrence Ave West North Side,60
2018-10-25 7:12,2018-10-25,25.0,7:12,Thursday,dons,Mechanical,6.0,11.0,S/B,8700.0,Don Mills Rd at Freshmeadow Dr,60
2018-10-25 7:23,2018-10-25,39.0,7:23,Thursday,fstn,Mechanical,15.0,30.0,E/B,1541.0,Front St East at Parliament St,30
2018-10-25 8:18,2018-10-25,32.0,8:18,Thursday,keeg,Mechanical,6.0,12.0,W/B,1071.0,Keele St at Rogers Rd,60
2018-10-25 8:36,2018-10-25,9.0,8:36,Thursday,bellamy road / wast,Mechanical,0.0,0.0,N/B,7872.0,Bellamy Rd North at Pandora Cir,30
2018-10-25 11:00,2018-10-25,51.0,11:00,Thursday,estn to steeles,General Delay,25.0,50.0,B/W,,Steeles Ave East,50
2018-10-25 11:20,2018-10-25,46.0,11:20,Thursday,ronson,Diversion,30.0,40.0,N/B,8527.0,Martin Grove Rd at Ronson Dr,60
2018-10-25 11:30,2018-10-25,939.0,11:30,Thursday,fstn,Mechanical,3.0,8.0,E/B,1772.0,Front St East at Parliament St,30
2018-10-25 14:00,2018-10-25,41.0,14:00,Thursday,eglinton to sheppard,General Delay,30.0,39.0,B/W,,Eglinton Ave East at Sheppard Ave East,50
2018-10-25 14:00,2018-10-25,89.0,14:00,Thursday,eglinton to kstn,General Delay,20.0,29.0,B/W,,Eglinton Ave East at Kingston Rd,60
2018-10-25 15:00,2018-10-25,37.0,15:00,Thursday,islington station to steeles and humberwood loop,General Delay,15.0,27.0,B/W,,Islington Ave at Humber Summit Lane,50
2018-10-25 16:00,2018-10-25,34.0,16:00,Thursday,laird to victoria park,General Delay,30.0,35.0,B/W,,Leslie St at Victoria Park Ave,50
2018-10-25 16:00,2018-10-25,54.0,16:00,Thursday,estn to stsp,General Delay,18.0,30.0,B/W,,Eglinton Station,25
2018-10-25 20:00,2018-10-25,7.0,20:00,Thursday,wilson ave,Mechanical,9.0,19.0,S/B,9004.0,Wilson Ave,50
2018-10-26 5:04,2018-10-26,337.0,5:04,Friday,lakeshore,Late Leaving Garage,30.0,60.0,N/B,8613.0,Lake Shore Blvd West at Long Branch Ave,40
2018-10-26 5:21,2018-10-26,86.0,5:21,Friday,sheppard loop,Late Leaving Garage,1.0,1.0,W/B,8843.0,Sheppard Ave West at Jane St,50
2018-10-26 5:27,2018-10-26,86.0,5:27,Friday,sheppard loop,Late Leaving Garage,5.0,1.0,E/B,8858.0,Sheppard Ave West at Jane St,50
2018-10-26 6:45,2018-10-26,985.0,6:45,Friday,don mills,Late Leaving Garage,4.0,9.0,E/B,9074.0,Don Mills Rd at Eglinton Ave East South Side,60
2018-10-26 8:15,2018-10-26,35.0,8:15,Friday,35 jane route,General Delay,7.0,20.0,B/W,,Jane St at Dundas St West,50
2018-10-26 12:26,2018-10-26,192.0,12:26,Friday,highway 427,Diversion,10.0,20.0,N/B,8000.0,Airport Rd at Highway 427 Overpass West Side,60
2018-10-26 13:36,2018-10-26,60.0,13:36,Friday,homewood & yonge,Investigation,8.0,15.0,S/B,3230.0,Yonge St at Glencairn Ave,50
2018-10-26 14:30,2018-10-26,53.0,14:30,Friday,fstn,Mechanical,25.0,50.0,E/B,1799.0,Front St East at Parliament St,30
2018-10-26 14:40,2018-10-26,53.0,14:40,Friday,fstn,Utilized Off Route,5.0,10.0,E/B,1526.0,Front St East at Parliament St,30
2018-10-26 15:00,2018-10-26,37.0,15:00,Friday,islington station to steeles and humberwood loop,General Delay,15.0,27.0,B/W,,Islington Ave at Humber Summit Lane,50
2018-10-26 16:00,2018-10-26,45.0,16:00,Friday,kipling and rexdale to albion,General Delay,25.0,,B/W,,Kipling Ave at Rexdale Blvd,60
2018-10-26 21:07,2018-10-26,75.0,21:07,Friday,jarvis and queens quay,Mechanical,13.0,26.0,N/B,8348.0,The Esplanade at Lower Jarvis St,60
2018-10-26 23:05,2018-10-26,85.0,23:05,Friday,rhgo,Mechanical,16.0,32.0,E/B,1564.0,Rouge Hill GO Station Loop,60
2018-10-27 11:00,2018-10-27,100.0,11:00,Saturday,broadview station + don mills and wynford,General Delay,17.0,22.0,B/W,,Broadview Ave at Danforth Ave,40
2018-10-27 16:00,2018-10-27,96.0,16:00,Saturday,york mills station to all branches,General Delay,30.0,45.0,B/W,,York Mills Rd at Yonge St,40
2018-10-27 18:00,2018-10-27,165.0,18:00,Saturday,york mills station to barmac and steeles,General Delay,22.0,30.0,B/W,,Steeles Ave West at Scholes Rd/Barmac Dr,60
2018-10-28 11:00,2018-10-28,100.0,11:00,Sunday,broadview station +don mills and wynford,General Delay,20.0,25.0,B/W,,Broadview Station,50
2018-10-28 23:55,2018-10-28,51.0,23:55,Sunday,bayview and finch,Mechanical,30.0,60.0,E/B,8181.0,Finch Ave East at Bayview Ave,50
2018-10-29 5:27,2018-10-29,6.0,5:27,Monday,ddup,Late Leaving Garage,10.0,20.0,S/B,,Dupont Station,50
2018-10-29 6:42,2018-10-29,23.0,6:42,Monday,mstn,Mechanical,6.0,12.0,N/B,8487.0,Main Street Station,60
2018-10-29 7:00,2018-10-29,161.0,7:00,Monday,entire rogers road route,General Delay,20.0,40.0,S/B,1146.0,Rogers Rd at Keele St,60
2018-10-29 7:00,2018-10-29,41.0,7:00,Monday,entire keele route,General Delay,20.0,40.0,B/W,9100.0,Keele St at St Clair Ave West,20
2018-10-29 7:00,2018-10-29,89.0,7:00,Monday,entire weston road route,General Delay,15.0,30.0,W/B,1025.0,Weston Rd at Rogers Rd,20
2018-10-29 7:20,2018-10-29,79.0,7:20,Monday,scarlett / clairton,Mechanical,9.0,18.0,N/B,1136.0,Scarlett Rd at Eglinton Ave West,60
2018-10-29 8:00,2018-10-29,5.0,8:00,Monday,eglinton station to elm and elizabeth st,General Delay,120.0,10.0,B/W,,Eglinton Ave West at Yonge St,10
2018-10-29 8:00,2018-10-29,985.0,8:00,Monday,express route on sheppard,General Delay,9.0,18.0,B/W,,Sheppard Ave East at Victoria Park Ave,10
2018-10-29 8:06,2018-10-29,134.0,8:06,Monday,iron,Mechanical,18.0,36.0,S/B,9072.0,Ironside Cres at McNicoll Ave North Side,50
2018-10-29 8:30,2018-10-29,11.0,8:30,Monday,davisville station / steeles,General Delay,9.0,18.0,B/W,,Davisville Ave at Steeles Ave East,60
2018-10-29 8:30,2018-10-29,160.0,8:30,Monday,wilson station / steeles,General Delay,5.0,9.0,B/W,,Steeles Ave West at Yonge St - Centerpoint Mall,60
2018-10-29 8:39,2018-10-29,192.0,8:39,Monday,t1,Emergency Services,10.0,20.0,S/B,8010.0,Airport Rd at Beverley St,40
2018-10-29 11:05,2018-10-29,42.0,11:05,Monday,fstn,Mechanical,12.0,24.0,N/B,1228.0,Front St East at Parliament St,30
2018-10-29 14:00,2018-10-29,37.0,14:00,Monday,islington station to steeles and humberwood loop,General Delay,15.0,25.0,B/W,,Islington Ave at Humber Summit Lane,50
2018-10-29 15:02,2018-10-29,88.0,15:02,Monday,st. clair station,Mechanical,12.0,24.0,E/B,8216.0,St Clair Ave West at Avenue Rd East Side,60
2018-10-29 15:15,2018-10-29,121.0,15:15,Monday,fort york route,General Delay,15.0,,B/W,,Fort York Blvd at Fleet St,60
2018-10-29 15:30,2018-10-29,34.0,15:30,Monday,estn to kenn,General Delay,20.0,25.0,B/W,,Eglinton Ave East at Kennedy Station,50
2018-10-29 17:16,2018-10-29,143.0,17:16,Monday,logan and eastern,Diversion,116.0,166.0,E/B,9221.0,Leslie St at Eastern Ave,60
2018-10-29 19:12,2018-10-29,60.0,19:12,Monday,fstn,Mechanical,4.0,8.0,W/B,9108.0,Front St East at Parliament St,30
2018-10-30 6:18,2018-10-30,24.0,6:18,Tuesday,conroy,Mechanical,10.0,20.0,N/B,9208.0,Conroy Ave at Yorkland Blvd,45
2018-10-30 6:31,2018-10-30,23.0,6:31,Tuesday,mstn,Mechanical,6.0,12.0,N/B,7821.0,Main Street Station,60
2018-10-30 8:00,2018-10-30,41.0,8:00,Tuesday,st clair to wilson,General Delay,20.0,28.0,S/B,,St Clair Station,40
2018-10-30 8:00,2018-10-30,11.0,8:00,Tuesday,davisville station / steeles,General Delay,6.0,14.0,B/W,,Davisville Ave at Steeles Ave East,60
2018-10-30 8:00,2018-10-30,45.0,8:00,Tuesday,finch to dixon,General Delay,1.0,1.0,B/W,8045.0,Dixon Rd at Finch Ave West,60
2018-10-30 8:16,2018-10-30,120.0,8:16,Tuesday,120 calvington route,General Delay,30.0,60.0,B/W,,120 McLevin Ave,60
2018-10-30 9:00,2018-10-30,100.0,9:00,Tuesday,flemingdon park broadview to span bridge,General Delay,20.0,25.0,B/W,,Broadview Ave at Erindale Ave,50
2018-10-30 12:48,2018-10-30,85.0,12:48,Tuesday,dons,Mechanical,7.0,14.0,E/B,1620.0,Don Mills Rd at Freshmeadow Dr,60
2018-10-30 14:35,2018-10-30,12.0,14:35,Tuesday,warden ave,Investigation,18.0,36.0,E/B,8939.0,Warden Ave at Danforth Rd,50
2018-10-30 15:00,2018-10-30,68.0,15:00,Tuesday,entire warden route,General Delay,20.0,40.0,W/B,8756.0,Warden Ave at Steeles Ave East,40
2018-10-30 15:00,2018-10-30,952.0,15:00,Tuesday,keele st to bathrust,General Delay,15.0,27.0,B/W,,Keele St at Bathurst St,60
2018-10-30 15:00,2018-10-30,52.0,15:00,Tuesday,keele to bathrust,General Delay,20.0,40.0,B/W,,Keele St at Bathurst St,60
2018-10-30 15:00,2018-10-30,54.0,15:00,Tuesday,entire lawrence east route,General Delay,30.0,60.0,B/W,8678.0,Lawrence Ave East at Warden Ave,40
2018-10-30 15:00,2018-10-30,24.0,15:00,Tuesday,ellesmere rd and eglinton ave,General Delay,20.0,1.0,B/W,,Ellesmere Rd at Eglinton Ave East,50
2018-10-30 16:30,2018-10-30,62.0,16:30,Tuesday,mortimer route,General Delay,10.0,,B/W,,Mortimer Ave at Coxwell Ave - Michael Garron Hospital,50
2018-10-30 17:00,2018-10-30,121.0,17:00,Tuesday,fort york route,General Delay,20.0,,B/W,,Fort York Blvd at Fleet St,60
2018-10-30 19:30,2018-10-30,929.0,19:30,Tuesday,dupont and dufferin,Mechanical,10.0,20.0,N/B,9142.0,Davenport Rd at Dufferin St,60
2018-10-30 22:49,2018-10-30,939.0,22:49,Tuesday,fstn,Investigation,9.0,18.0,E/B,1602.0,Front St East at Parliament St,30
2018-10-30 23:25,2018-10-30,72.0,23:25,Tuesday,pape and strathona,Diversion,106.0,124.0,B/W,,O'Connor Dr at Strathmore Blvd,60
2018-10-31 2:38,2018-10-31,320.0,2:38,Wednesday,eglinton station on yonge,Emergency Services,3.0,6.0,N/B,8840.0,Eglinton Ave West at Yonge St,50
2018-10-31 6:20,2018-10-31,32.0,6:20,Wednesday,keeg,Late Leaving Garage,3.0,6.0,E/B,1325.0,Keele St at Rogers Rd,60
2018-10-31 6:30,2018-10-31,86.0,6:30,Wednesday,kennedy station to meadowvale loop,General Delay,20.0,30.0,B/W,,Kennedy Station,50
2018-10-31 6:54,2018-10-31,124.0,6:54,Wednesday,lsta,Late Leaving Garage,6.0,14.0,E/B,8168.0,Leslie St at Thorny Vineway,40
2018-10-31 7:12,2018-10-31,134.0,7:12,Wednesday,iron,Mechanical,16.0,36.0,S/B,9071.0,Ironside Cres at McNicoll Ave North Side,50
2018-10-31 7:18,2018-10-31,124.0,7:18,Wednesday,lsta,Mechanical,6.0,12.0,E/B,8161.0,Leslie St at Thorny Vineway,40
2018-10-31 8:00,2018-10-31,11.0,8:00,Wednesday,davisville station / steeles,General Delay,10.0,20.0,B/W,,Davisville Ave at Steeles Ave East,60
2018-10-31 8:41,2018-10-31,7.0,8:41,Wednesday,wilson ave,Mechanical,10.0,20.0,S/B,9000.0,Wilson Ave,50
2018-10-31 8:53,2018-10-31,939.0,8:53,Wednesday,bridletown cir-finch av e,Mechanical,8.0,16.0,W/B,1627.0,Brimley Rd at Finch Ave East,60
2018-10-31 11:15,2018-10-31,602.0,11:15,Wednesday,istn,Utilized Off Route,1.0,1.0,N/B,8014.0,Islington Ave at Bloor St West,50
2018-10-31 11:44,2018-10-31,110.0,11:44,Wednesday,istn,Investigation,18.0,36.0,S/B,7923.0,Islington Ave at Bloor St West,50
2018-10-31 13:08,2018-10-31,7.0,13:08,Wednesday,wilson ave,Investigation,10.0,20.0,S/B,9004.0,Wilson Ave,50
2018-10-31 15:00,2018-10-31,121.0,15:00,Wednesday,fort york route,General Delay,35.0,1.0,B/W,,Fort York Blvd at Fleet St,60
2018-10-31 15:00,2018-10-31,25.0,15:00,Wednesday,25 don mills route,General Delay,5.0,10.0,B/W,,Don Mills Rd at Freshmeadow Dr,65
2018-10-31 15:30,2018-10-31,62.0,15:30,Wednesday,mortimer route,General Delay,8.0,1.0,B/W,,Mortimer Ave at Coxwell Ave - Michael Garron Hospital,50
2018-10-31 17:48,2018-10-31,36.0,17:48,Wednesday,york busway and alness,Investigation,10.0,20.0,SB,9115.0,Alness St at Steeles Ave West South Side,60
2018-10-31 17:50,2018-10-31,53.0,17:50,Wednesday,fstn,Mechanical,15.0,30.0,E/B,9075.0,Front St East at Parliament St,30
2018-11-01 2:13,2018-11-01,320.0,2:13,Thursday,fstn,Mechanical,3.0,6.0,S/B,8890.0,Front St East at Parliament St,30
2018-11-01 5:49,2018-11-01,320.0,5:49,Thursday,wilson ave,Mechanical,5.0,8.0,E/B,1342.0,Wilson Ave,50
2018-11-01 6:20,2018-11-01,32.0,6:20,Thursday,keeg,Late Leaving Garage,3.0,6.0,E/B,1089.0,Keele St at Rogers Rd,60
2018-11-01 8:00,2018-11-01,17.0,8:00,Thursday,birchmount road,General Delay,7.0,14.0,B/W,,Birchmount Rd at Glendower Circt (South),60
2018-11-01 8:15,2018-11-01,90.0,8:15,Thursday,st clair west station to vaughan/ oakwood rd,General Delay,23.0,27.0,B/W,,St Clair Ave West at Oakwood Ave,60
2018-11-01 9:39,2018-11-01,129.0,9:39,Thursday,stmc,Mechanical,26.0,54.0,N/B,1507.0,Scarborough Town Centre,55
2018-11-01 10:11,2018-11-01,25.0,10:11,Thursday,dons,Mechanical,9.0,18.0,S/B,8930.0,Don Mills Rd at Freshmeadow Dr,60
2018-11-01 12:00,2018-11-01,32.0,12:00,Thursday,keeg,Mechanical,10.0,20.0,E/B,1089.0,Keele St at Rogers Rd,60
2018-11-01 14:44,2018-11-01,39.0,14:44,Thursday,fstn,Mechanical,14.0,27.0,W/B,1642.0,Front St East at Parliament St,30
2018-11-01 15:00,2018-11-01,121.0,15:00,Thursday,fort york route,General Delay,25.0,,B/W,,Fort York Blvd at Fleet St,60
2018-11-01 15:00,2018-11-01,46.0,15:00,Thursday,steeles to kipling station,General Delay,15.0,30.0,B/W,,Kipling Ave at Steeles Ave West,50
2018-11-01 15:00,2018-11-01,927.0,15:00,Thursday,steeles to kipling station,General Delay,30.0,45.0,B/W,,Kipling Ave at Steeles Ave West,50
2018-11-01 15:00,2018-11-01,25.0,15:00,Thursday,25 don mills route,General Delay,5.0,10.0,B/W,,Don Mills Rd at Freshmeadow Dr,65
